ORF	Name	R2.Ratio	R3.Ratio	R4.Ratio	R5.Ratio	R6.Ratio	R7.Ratio
YKL026C		.9	1.02	1.2	1.45	12.5	6.67	
YKL027W		1.14	1.15	1.75	.88	2.22	1.67	
YKL028W	TFA1	.9	1.37	.89	1.04	1.15	1.15	
YKL029C		1.03	1.59	.71	.78	1.33	.81	
YKL030W		.78	.88	.53	.72	.38	.62	
YKL031W		.73	.87	.81	.83	1.03	.79	
YKL032C	IXR1	.87	.86	.57	.74	.88	.85	
YKL033W		1	.96	.88	1.05	.91	1.37	
YKL034W		1.23	1.61	1.28	1.61	1.1	2	
YKL035W	UGP1	1.47	1.75	2.17	1.75	4.35	2	
YKL036C		1.11	1.14	.93	1.32	3.23	1.85	
YKL037W		1.01	1.14	.95	.87	1.16	.99	
YKL038W		1.03	.85	.75	1.22	1.47	1.52	
YKL039W	PTM1	1.14	1.15	1.01	.93	1.3	1.67	
YKL040C		.95	1.08	.89	1.19	1.52	1.09	
YKL041W		.83	.88	.83	.76	1.45	.83	
YKL042W	SPC42	.92	.96	.72	.78	.66	.89	
YKL043W	PHD1	.83	.64	.72	.74	1.64	1.67	
YKL044W		.81	.71	.75	.73	1.23	2.5	
YKL045W	PRI2	.78	.63	.77	.88	.65	.61	
YKL046C		1.3	1.32	.88	.85	.8	.62	
YKL047W		1	1.09	.83	.83	1.16	.67	
YKL048C	ELM1	.93	.96	.67	.94	.85	.88	
YKL049C	CSE4	.83	1.05	.95	1.05	1.25	.94	
YKL050C		.81	.92	.7	.75	1.69	2	
YKL051W		1.15	1.56	1.19	1.37	2	1.05	
YKL052C		.82	.83	.7	.82	1.33	1.22	
YKL053W		.74	.88	.74	1.08	1.12	.87	
YKL054C		.82	.88	.64	.66	.42	.58	
YKL055C		.83	.94	.67	.72	1.02	.83	
YKL056C		1.04	1.25	1.03	.99	.5	.27	
YKL057C	NUP120	.83	.88	.78	.77	.38	.44	
YKL058W	TOA2	1.01	1.11	.97	1.09	1.15	.7	
YKL059C		.83	1.04	1.03	.82	1.19	.72	
YKL060C	FBA1	1.1	1.05	.99	1.03	.86	.42	
YKL061W		.45	.45	.5	.49	.74	.4	
YKL062W	MSN4	1.45	1.39	1.45	1.3	1.82	1.39	
YKL063C		.76	.92	.99	1.2	1.11	.54	
YKL064W		1.12	1.33	1.23	.99	2.22	1.69	
YKL065C		.86	1	1.28	1.69	3.7	1.45	
YKL066W		1.03	1	.92	.75	.74	.72	
YKL067W	YNK1	.87	.93	1.3	1.49	4.35	1.92	
YKL068W	NUP100	1.18	1.05	.75	.68	.62	.49	
YKL069W		.78	1.12	1.09	1.18	1.32	.8	
YKL070W		1.14	1.3	.99	.81	.89	1.08	
YKL071W		.85	.96	.85	.78	.71	.83	
YKL072W		1.02	1.08	.84	.88	.95	.96	
YKL073W	LHS1	.82	.96	1.06	1.03	.56	.41	
YKL074C	MUD2	1.08	.95	.83	.81	.65	.6	
YKL075C		.88	.93	.92	.81	.8	.63	
YKL076C		.68	.71	.65	.55	.47	.47	
YKL077W		1.02	.79	.76	.81	.72	.46	
YKL078W		.99	1.03	.46	.51	.61	.27	
YKL079W	SMY1	.84	1.08	1.01	.96	1.45	.97	
YKL080W	VMA5	1.15	1.23	.91	.94	.63	.43	
YKL081W	TEF4	.9	.99	.53	.61	.22	.18	
YKL082C		.9	.89	.47	.52	.31	.23	
YKL083W		.87	.81	.83	.74	.56	.49	
YKL084W		.98	1.15	.8	.8	.77	.6	
YKL085W	MDH1	1.01	1.22	1.89	2.56	7.14	5.88	
YKL086W		1.01	1.25	1.19	1.19	.85	.69	
YKL087C	CYT2	.84	.95	1	1	1.59	1.05	
YKL088W		1.14	1.22	.86	.81	1.82	1.69	
YKL089W	MIF2	.81	1.09	.97	.81	1.25	.74	
YKL090W		1.12	1.52	.93	.7	1.64	1.33	
YKL091C		.7	1.01	1.61	1.15	3.33	1.89	
YKL092C	BUD2	.98	.93	.88	.78	.91	.79	
YKL093W	MBR1	1.23	1.22	.94	.8	3.7	3.57	
YKL094W	YJU3	1.03	1.12	1.14	1.03	2.56	1.69	
YKL095W	YJU2	.91	1.18	.83	.69	1.01	1.08	
YKL096W	CWP1	1.64	2.56	2.94	2.5	1.35	1.01	
YKL097C		1.11	1.54	1.47	2	1.37	.88	
YKL097W-A	CWP2	1.11	1.82	1.79	1.64	1.25	.79	
YKL098W		1.28	1.82	1.56	1.67	1.3	1.03	
YKL099C		1.1	1.45	.88	.81	1.15	.49	
YKL100C		1.08	1.59	1.18	1.47	1.89	1.47	
YKL101W	HSL1	.79	.87	.96	.95	.49	.67	
YKL102C		.84	1.02	.74	.81	1.05	.97	
YKL103C	LAP4	1.3	1.39	1.85	2.5	5.26	3.23	
YKL104C	GFA1	1.16	1.22	.68	.68	.63	.88	
YKL105C		.89	.97	.89	1.05	2.08	1.05	
YKL106W	AAT1	.79	.66	.51	.39	.59	.35	
YKL107W		.95	1.3	.75	.85	1.61	2.5	
YKL108W		1.41	2.04	1.75	2.04	1.72	.95	
YKL109W	HAP4	1.49	2.04	1.59	1.54	5.88	9.09	
YKL110C	KTI12	1.67	1.1	.74	.68	1.35	1.16	
YKL111C		1.03	.88	.78	.74	.63	.75	
YKL112W	ABF1	1.67	1.03	.85	.78	.93	.6	
YKL113C	RAD27	1.1	1.12	.82	.66	1.32	.48	
YKL114C	APN1	1.56	1.28	.91	.92	1.18	.81	
YKL115C		1.11	.96	.84	.9	.88	.61	
YKL116C		.96	1.06	.65	.64	1.08	.56	
YKL117W		.96	1.32	1.06	.92	3.45	1.03	
YKL118W		1	.97	.7	.78	1.25	1.2	
YKL119C	VPH2	1.12	1.37	1.1	1.14	1.54	1.06	
YKL120W	PMT	1.19	1.06	.65	.69	1.15	.7	
YKL121W		1.11	1.08	1.12	1.25	2.27	1.79	
YKL122C	SRP21	1.06	1.05	.74	.99	.8	.51	
YKL123W		.89	.88	.79	.81	1.2	1.2	
YKL124W		.94	1.12	.76	.94	1.56	1.15	
YKL125W	RRN3	1.14	1.12	.77	.67	1.41	.94	
YKL126W	YPK1	1.49	1.11	.88	1.02	.9	.64	
YKL127W	PGM1	1.47	1.35	.87	.81	.79	.68	
YKL128C		1.1	1.1	.78	.89	.85	.54	
YKL129C	MYO3	.88	.83	.78	.99	1.41	1.15	
YKL130C	SHE2	.91	1.33	.88	1.16	1.23	.63	
YKL131W		1	1.2	.9	.53	1.04	.87	
YKL132C		.88	1.59	.83	.77	1.3	.72	
YKL133C		1.05	1.43	.93	.73	2.5	1.96	
YKL134C	(MIP1)	.82	1.47	1.1	.74	2	1.35	
YKL135C	APL2	1.2	1.15	1.02	.72	1.06	.89	
YKL136W		.92	1.11	1.02	.99	1.25	.85	
YKL137W		1.14	1.2	1.08	1.23	1.96	1.22	
YKL138C	MRPL31	1.11	1.59	1.11	.97	1.96	.9	
YKL139W	CTK1	1.03	1.01	.79	.78	1.06	.76	
YKL140W	TGL1	1.14	1.09	1.1	.95	1.49	.96	
YKL141W	SDH3	1.12	1.56	1.72	2.22	3.85	6.25	
YKL142W	MRP8	1.16	1.18	1.41	2.04	5.56	2.22	
YKL143W	LTV1	1.12	1.54	.58	.51	1.04	.93	
YKL144C	RPC25	1.04	1.14	.78	.68	1.1	.72	
YKL145W	CIM5	1.41	1.33	1	.99	1.75	1.1	
YKL146W		.93	1.16	.86	.95	2.17	1.69	
YKL147C		.9	.89	.77	.89	1.54	1.79	
YKL148C	SDH1	1.14	1.39	1.23	1.85	4.17	4.17	
YKL149C	DBR1	1.05	1.22	.91	.85	1.37	1.06	
YKL150W	MCR1	1.18	1.08	1.33	1.43	3.45	2.7	
YKL151C		1.18	1.49	1.54	1.19	5.88	3.45	
YKL152C	GPM1	1.35	1.18	1.09	1.06	.72	.3	
YKL153W		1.02	1.15	.96	1.05	.99	.37	
YKL154W		1	1.22	1.01	.91	.76	.47	
YKL155C	CAP1	1.03	1.39	1.04	.89	1.82	1.37	
YKL156W	RPS27A	.95	.88	.82	.78	.46	.36	
YKL157W	APE2	1.49	1.18	1.04	1.18	1.85	1.96	
YKL158W		1	.84	1	.84	1	1	
YKL159C		.89	.93	.82	.92	1.35	1.04	
YKL160W		1.01	1.39	1.09	1.05	1.89	1.06	
YKL161C		1.02	1.37	.97	.81	1.49	1.47	
YKL162C		.9	1.02	1	.82	2.33	1.28	
YKL163W	PIR3	1.39	1.54	.98	1.09	2.5	2.38	
YKL164C	PIR1	1.15	1.2	1.03	.92	1.22	.84	
YKL165C		1.14	1.14	.93	.85	.68	.61	
YKL166C	TPK3	1.01	.99	.78	1.18	.76	.6	
YKL167C	MRP49	.88	.9	1.06	1.14	2	1.37	
YKL168C		1.03	1.19	1.1	1.56	1.61	1.27	
YKL169C		.79	1	1.14	1.18	1.89	1.18	
YKL170W	MRPL38	.96	1.2	1.16	1.28	1.75	1.03	
YKL171W		1.08	.96	.79	.88	1.82	2.5	
YKL172W		1.16	1.23	.6	.68	.75	.38	
YKL173W	GIN10	.92	.85	.66	.83	.69	.68	
YKL174C		1.06	1.32	.99	1	1.08	.57	
YKL175W		1.33	1.69	1.06	1.03	1.05	1.3	
YKL176C		1.23	1.32	.88	.74	.89	.79	
YKL177W		.78	.81	.7	.83	1.06	1.14	
YKL178C	STE3	.83	.96	.89	.76	1.49	.93	
YKL179C		1	.99	.88	.97	1.3	.81	
YKL180W	RPL20A	.95	.97	.93	1.03	1.3	.89	
YKL181W	PRPS1	1	.95	.65	.55	.27	.26	
YKL182W	FAS1	1.08	.97	.83	.78	.88	.77	
YKL183W		.84	1.12	.75	.72	.92	.83	
YKL184W	SPE1	1.09	.81	.59	.64	.81	.68	
YKL185W	ASH1	1.04	.77	.47	.53	.29	.72	
YKL186C	MTR2	.89	.99	.93	.82	1.59	1.23	
YKL187C		1.05	1.15	.89	.76	4.35	10	
YKL188C		.79	.83	.86	.84	1.82	2	
YKL189W		.91	.83	.75	.97	2.56	1.47	
YKL190W	CNB1	1.03	.99	.95	.96	.83	.45	
YKL191W	DPH2	.93	.84	.43	.42	.21	.43	
YKL192C		.85	.89	.61	.51	.51	.44	
YKL193C	SDS22	.92	.83	1.14	1.43	5.56	2.7	
YKL194C	MST1	.89	.85	.96	.83	1.18	.68	
YKL195W		.97	.83	.88	.85	.96	.92	
YKL196C		1.18	1.1	1.1	1	1.18	.65	
YKL197C	PAS1	.99	1.04	.77	1.01	.88	1.08	
YKL198C	POT1	.72	.92	.69	.64	1.37	.78	
YKL199C		.78	.82	.77	.71	.74	1.1	
YKL200C		1.01	.99	.97	.88	1.79	.87	
YKL201C		.68	.74	.6	.92	1.18	1.22	
YKL202W		.76	.79	.73	.69	.6	.54	
YKL203C	TOR2	.94	.9	.77	.85	.97	.83	
YKL204W		1.02	.94	.88	.77	.79	.66	
YKL205W	LOS1	.98	.88	.67	.68	.43	.54	
YKL206C		.8	.84	.93	.81	.93	.48	
YKL207W		1.3	1.69	1.06	1.08	1.23	.84	
YKL208W		.86	.97	1.03	1.12	1.19	.76	
YKL209C	STE6	1.03	1.09	1.05	.89	.73	.79	
YKL210W	UBA1	1.01	.97	.99	.91	.91	.71	
YKL211C	TRP3	1.18	1.15	.78	.68	.67	.54	
YKL212W	SAC1	1.03	1.12	.93	.81	.68	.48	
YKL213C	DOA1	1.06	.99	1.1	.93	1.59	1.01	
YKL214C		.83	.91	.87	.78	1.39	.61	
YKL215C		.83	.69	.72	.77	.53	.81	
YKL216W	URA1	1.02	.97	.75	.7	.71	.68	
YKL217W	JEN1	.95	1.03	.79	1.09	11.11	14.29	
YKL218C		.84	1	.81	.92	1.82	1.04	
YKL219W		1.3	1.82	1.3	1.45	1.23	1.08	
YKL220C	FRE2	.78	.96	.7	.74	1.01	.93	
YKL221W		.71	.81	.91	.95	1.03	.86	
YKL222C		.96	.91	.83	1.03	1.06	1.18	
YKL223W		.94	1.06	.79	.75	.79	.71	
YKL224C		.85	.88	.76	.76	.82	.55	
YKL225W		.85	.92	.9	.78	.72	.89	
YKR001C	VPS1	.92	.9	.97	.89	.8	.38	
YKR002W	PAP1	1.06	1.1	.82	.86	1.2	.97	
YKR003W		.85	.9	.8	.85	.71	.63	
YKR004C		1.11	1.43	.99	.68	1.61	1.05	
YKR005C		.65	.75	.83	.71	1.14	.82	
YKR006C	MRPL13	.88	.95	.9	.84	1	.91	
YKR007W		.66	.82	.91	.95	1.72	1.15	
YKR008W		1.22	1.2	.83	.75	1.06	.65	
YKR009C	FOX2	.87	1.19	1.14	1.12	1.59	1.61	
YKR010C		1.08	1.45	1.14	1.09	.95	.65	
YKR011C		.71	1.11	.84	.82	1.82	1.11	
YKR012C		1.19	1.25	.92	.85	.5	.54	
YKR013W		.95	1.22	.91	.85	.38	.4	
YKR014C	YPT52	.83	.99	1.1	1.27	2.5	1.49	
YKR015C		.81	.93	.7	.81	.64	.55	
YKR016W		1.06	1.43	1.43	1.52	3.45	2.94	
YKR017C		.81	.83	.81	.77	1.47	1.06	
YKR018C		1.28	1.19	1.06	1.08	1.3	1.39	
YKR019C		.79	1	.75	.64	1.19	.79	
YKR020W		.98	1.23	1.09	1.18	1.92	1.11	
YKR021W		.93	.71	.69	.69	.85	.86	
YKR022C		.97	1.41	1.03	1.06	1.47	1.1	
YKR023W		.9	1.1	.78	1.01	1.23	.96	
YKR024C		1.2	1.16	.57	.47	1	.41	
YKR025W		.78	.85	.69	.62	.44	.31	
YKR026C	GCN3	1.22	1.01	.93	.81	.58	.34	
YKR027W		.87	.93	.74	.82	.68	.6	
YKR028W	SAP190	1.03	1.11	1.02	.93	.78	.58	
YKR029C		.77	1.11	.9	.81	1.15	.81	
YKR030W		1.04	1.27	1.08	1.04	1.2	.85	
YKR031C	SPO14	.86	.92	.93	.85	1.01	.76	
YKR032W		.92	1.1	.85	.68	1.18	1.19	
YKR033C		.6	.98	.81	.66	1.47	1.01	
YKR034W	DAL80	.93	1.37	.88	.66	1.14	.85	
YKR035C		1.23	1.15	1.05	.8	2.08	1.18	
YKR036C		1.16	1.41	.96	.79	.93	.66	
YKR037C		.7	.83	.79	.87	1.04	1.05	
YKR038C		1.12	1.03	.88	.75	1.3	.78	
YKR039W	GAP1	.83	.9	.75	.75	.72	.59	
YKR040C		.75	.95	.81	.83	.85	.83	
YKR041W		.9	1.28	.73	.7	1.39	.83	
YKR042W	UTH1	1.39	1.52	.85	.68	1.25	.68	
YKR043C		.72	.77	.75	.66	.44	.27	
YKR044W		1.1	1.25	.83	.83	1.04	.81	
YKR045C		.81	.75	.6	.63	.78	.48	
YKR046C		1.25	1.2	1.09	1.12	1.41	3.13	
YKR047W		.79	.88	.68	.78	1.14	.59	
YKR048C	NAP1	.92	1.35	.87	.92	1.35	1.27	
YKR049C		.85	.98	.93	.94	2.7	1.09	
YKR050W	TRK2	1.05	1.01	.86	.71	.78	.69	
YKR051W		.85	1.09	1.02	.85	1.49	1	
YKR052C	MRS4	1.19	.97	.76	.6	1.72	1.09	
YKR053C		.87	1.1	.82	.68	1.22	.83	
YKR054C	DYN1	.96	1.08	.88	.83	.77	.83	
YKR055W	RHO4	.88	.9	.79	.69	1.35	.93	
YKR056W	NUC2	1.06	1.05	.52	.57	.45	.3	
YKR057W	RPS25A	.92	1.15	.94	.77	.34	.22	
YKR058W	GLG1	1	1.25	1.33	1.16	3.85	3.23	
YKR059W	TIF1	1.05	1.39	.83	.7	.37	.2	
YKR060W		1.05	1.28	.83	.78	.81	.55	
YKR061W	KTR2	.85	1.03	.99	.91	.68	1.2	
YKR062W	TFA2	1.14	1.25	1.16	1.27	2	1.3	
YKR063C	LAS1	1.02	1.18	.9	.88	.74	1.43	
YKR064W		1	1.04	.93	.98	1.82	.99	
YKR065C		.99	1.11	1.04	1.23	1.1	.78	
YKR066C	CCP1	1.25	1.69	1.06	1.37	2.38	1.43	
YKR067W		1.05	1.16	1.35	1.64	2.08	2.38	
YKR068C	BET3	1.15	1.09	1	.97	1.04	.86	
YKR069W		.97	1.01	.85	.74	1.52	.96	
YKR070W		1.28	1.08	1.03	1.14	1.09	.91	
YKR071C		1.08	1.12	.76	.83	1.15	.75	
YKR072C	SIS2	.95	.79	.68	.65	1.23	.77	
YKR073C		.86	.83	.72	.74	.84	.47	
YKR074W		.98	1.08	1.14	1.15	1.89	.96	
YKR075C		1.28	.86	.81	.83	1.67	.78	
YKR076W		1.03	1.3	1.18	1.01	3.13	4.76	
YKR077W		1.59	.61	.71	.63	.99	.65	
YKR078W		.94	1.15	.88	.83	1.14	.84	
YKR079C		1.33	1.32	.83	.68	.93	.55	
YKR080W	MTD1	1.2	2.22	1.43	1.61	1.04	.81	
YKR081C		1.11	1.08	.65	.65	.64	.38	
YKR082W	NUP133	1.08	.88	.75	.67	.7	.55	
YKR083C		1.11	1.39	.9	.95	1.2	.78	
YKR084C	HBS1	1.23	1.27	1.11	.84	1.15	.85	
YKR085C	MRPL20	1.01	1.08	.98	1.19	1.47	.8	
YKR086W	PRP16	.93	.9	.96	1.11	1.11	1.56	
YKR087C		1.14	.89	.73	.74	1.12	.8	
YKR088C		1.16	1.28	1.23	1.28	1.16	.85	
YKR089C		1.01	1.01	.95	1.02	1.04	.69	
YKR090W		1.1	1.18	.97	1.05	1.2	.91	
YKR091W		1.14	.98	.79	.85	1.82	1.14	
YKR092C	SRP40	1.32	1.32	.72	.71	.63	.42	
YKR093W	PTR2	1.28	1.61	1.49	1.33	1.45	1.01	
YKR094C	UBI2	.87	.92	.76	.78	.35	.28	
YKR095W	MLP1	.87	.93	.78	.8	.54	.46	
YKR096W		.83	.74	.79	.81	.97	1.35	
YKR097W	PCK1	.88	1.35	.94	.84	1.33	14.29	
YKR098C	UBP11	1.14	1.1	.97	.83	2.44	1.47	
YKR099W	BAS1	.83	1.27	.57	.62	.65	.49	
YKR100C		1.23	1.28	1.04	1.14	1.49	.97	
YKR101W	SIR1	.75	1.12	1.06	.79	2.04	1.32	
YKR102W		.78	.82	.76	.74	1.02	1.33	
YKR103W		1.02	1.43	.97	.9	1.61	1.12	
YKR104W		1.04	.99	.81	.87	.82	.87	
YKR105C		.88	1.09	.87	.88	1.37	1.14	
YKR106W		1.19	1.45	.99	1	1.05	.77	
YLL001w	DNM1	1.08	1.19	1.2	1.04	2.17	2.17	
YLL002W		1.04	1.02	.83	.88	.94	.67	
YLL003w	SFI1	.78	.79	.73	.9	.83	.78	
YLL004w	ORC3	.91	.76	.72	.7	.44	.41	
YLL005C		.95	1.1	.75	.87	.66	.94	
YLL006w	MMM1	1.32	1.16	.93	1.11	2.04	1.67	
YLL007C		1.01	.83	.82	1.16	1.75	.9	
YLL008w	DRS1	1.1	.95	.42	.52	.28	.24	
YLL009c	COX17	.93	1.1	1.09	1.25	2.04	1.32	
YLL010C		1.2	.88	.65	.63	1.02	.91	
YLL011w	SOF1	1.04	1.06	.75	1.33	.81	.44	
YLL012W		.89	.62	.44	.5	.41	.29	
YLL013C		.88	.79	.71	1.49	1.02	.7	
YLL014W		.88	1.04	.87	1.09	.92	.68	
YLL015W		1.02	.96	.97	.87	.84	1.23	
YLL016w	SCD25	.89	.89	.8	.88	1.14	1.82	
YLL017W		.93	1.14	.97	.79	1.1	1.67	
YLL018c	DPS1	1.04	.93	.76	.7	.85	.83	
YLL019c	KNS1	.92	.93	.9	.75	1.69	2.17	
YLL020C		1.08	.93	.81	.93	1.35	2.08	
YLL021w	SPA2	.93	.86	.76	.74	.47	.5	
YLL022C		1.1	1.15	.72	.71	.91	.89	
YLL023C		1.05	1.45	1.43	1.32	4.35	2.44	
YLL024c	SSA2	1.05	.81	.75	.71	.85	.57	
YLL025W		.99	1.19	1.01	1.09	1.01	.9	
YLL026w	HSP104	1.01	.88	1.79	2	5.26	6.25	
YLL027W		1.01	.89	.86	1.01	1.43	1.56	
YLL028W		1.3	1.75	1.61	1.64	1.92	1.96	
YLL029W		1.06	.98	.93	1.03	1.59	1.3	
YLL030C		1.05	.91	.83	.88	.93	1.01	
YLL031C		1.1	1.3	1.16	1.03	.82	.71	
YLL032C		1.08	.87	.81	.72	.76	.89	
YLL033W		1.12	1.14	.92	.89	1.15	.81	
YLL034C		1	.95	.65	.83	.44	.52	
YLL035W		1.08	1	.65	.56	.74	.49	
YLL036c	PRP19	1.15	1.15	.85	.92	1.23	1.08	
YLL037W		.92	.93	.86	.86	1.02	.67	
YLL038C		.88	.95	.77	1.08	.96	.88	
YLL039c	UBI4	.85	1.05	.99	.94	.96	.48	
YLL040C		1.05	.95	.85	.81	.76	.73	
YLL041c	SDH2	.93	1.41	2.08	2.7	5.88	6.25	
YLL042C		.78	.84	.86	.57	.61	.78	
YLL043w	FPS1	.68	.86	.79	.75	.89	.49	
YLL044W		1.01	.89	.74	.61	.23	.17	
YLL045c	RPL4B	.88	.94	.93	.93	.26	.12	
YLL046c	RNP1	.83	.68	.91	.75	1.28	.89	
YLL047W		.79	.79	.71	.63	.46	.26	
YLL048C		.98	1.04	.98	.79	.93	.83	
YLL049W		.85	1	1.01	.91	.7	.58	
YLL050c	COF1	.93	.94	.92	1.05	1.03	.55	
YLL051C		.86	.93	.79	.92	.62	.67	
YLL052C		.93	.92	.83	.76	.79	.69	
YLL053C		.69	.87	.85	.78	.84	.68	
YLL054C		1.27	1.18	.93	.91	1.19	.93	
YLL055W		.82	1.16	.89	.79	1.82	1.85	
YLL056C		.95	1.19	.93	.93	1.41	1.32	
YLL057C		.82	.97	.72	.72	.86	.66	
YLL058W		1.14	1.23	1.01	1	1.27	.8	
YLL059C		.8	.81	.81	.7	.79	.61	
YLL060C		1.08	1.28	1.03	.81	1.52	1.52	
YLL061W		.93	.94	.63	.43	.88	.72	
YLL062C		.82	.83	.7	.72	.92	.76	
YLL063C		.63	.88	.7	.58	.95	.86	
YLL064C		1.12	1.15	.99	.85	1.08	.95	
YLL065W		.76	1.01	.89	.76	.77	.89	
YLL066C		.93	.97	.97	.76	.63	.7	
YLL067C		.85	.79	.86	.74	.61	.51	
YLR001C		1.16	1.1	1.22	.85	1.79	1.75	
YLR002C		.78	1.12	.6	.61	.51	.39	
YLR003C		1.2	1.35	.74	.63	.74	.38	
YLR004C		.83	1.02	.67	.56	1	.57	
YLR005w	SSL1	1.11	1.3	1.04	.77	1.69	1.06	
YLR006c	SSK1	.9	.93	.91	.85	1.09	.65	
YLR007W		.9	.85	.83	.71	.71	.71	
YLR008C		.7	.74	.8	.78	.65	.4	
YLR009W		.81	.85	.58	.55	.29	.22	
YLR010C		.71	.9	.79	.79	.93	.68	
YLR011W		.84	.93	1.03	1.01	1.56	.95	
YLR012C		.67	.78	.74	.67	1.15	1.1	
YLR013W		.69	.86	.72	.7	1.25	.96	
YLR014c	PPR1	.82	.97	.65	.57	.7	1.49	
YLR015W		1.05	1.25	.89	.84	1.28	.84	
YLR016C		.79	.97	.75	.83	.91	.56	
YLR017W		1.15	1.12	.74	.63	.58	.39	
YLR018C		1.1	1.11	.83	.85	.89	.57	
YLR019W		.88	.76	.73	.78	.74	.67	
YLR020C		.85	1	1.03	.91	.77	.67	
YLR021W		.87	.98	.9	.66	.63	.43	
YLR022C		.85	1.06	.93	.77	.78	.46	
YLR023C		1.45	1.43	1.1	1.2	1.33	1.79	
YLR024C		.98	.97	.84	.84	.78	.62	
YLR025w	SNF7	.96	1.08	.93	.92	2.63	1.59	
YLR026c	SED5	1.19	1.12	.83	.78	1.37	.64	
YLR027c	AAT2	1.37	1.89	1.16	1.09	1.01	1.16	
YLR028C	ADE16	1.67	1.39	1.33	1.09	1.79	.97	
YLR029c	RPL13A	1.16	1.39	1.28	1.08	.41	.22	
YLR030W		1.41	1.22	1.02	.71	1.59	1.15	
YLR031W		1.08	1.02	.94	.8	1.06	.87	
YLR032w	RAD5	1.1	.85	.77	.74	.59	.43	
YLR033W		1.02	1.12	.99	1.11	1.35	.76	
YLR034C		.94	1.23	.91	.94	1.27	1.05	
YLR035C		1.12	1.32	1.04	1.03	1.75	1.35	
YLR036C		.82	.83	.81	.84	1.1	.64	
YLR037C		1.03	1.15	1.02	.88	.93	.82	
YLR038c	COX12	.93	1.06	.93	1.47	2.08	2.5	
YLR039c	RIC1	1.1	.94	.88	1.06	1.14	.91	
YLR040C		1.03	1.01	.7	.78	.94	.57	
YLR041W		.94	1	.86	.9	1.03	.61	
YLR042C		.87	1.06	.62	.76	.63	.45	
YLR043c	TRX1	.97	1.22	1.16	1.33	1.23	.63	
YLR044c	PDC1	.9	.93	.87	.68	.43	.21	
YLR045c	STU2	1.03	1.1	1.01	.95	.72	.64	
YLR046C		1.04	1.35	1.14	.92	.99	1.11	
YLR047C		1.23	1.43	1.14	.99	1.14	1.37	
YLR048w	NAB1B	1.18	1.37	.93	.79	.26	.17	
YLR049C		1.15	1.14	.95	.9	1.32	.65	
YLR050C		.92	1.32	1.15	1	.79	.53	
YLR051C		1.14	1.2	.75	.76	.78	.51	
YLR052W		1.1	1.39	.84	.8	1.11	.69	
YLR053C		1.03	.89	.78	.83	1.15	1.09	
YLR054C		.84	1.92	.99	.7	1.54	1.12	
YLR055c	SPT8	.99	1.22	.9	.79	1.43	1.43	
YLR056w	ERG3	.8	.95	.67	.65	.22	.28	
YLR057W		.78	.82	.79	.8	.61	.65	
YLR058c	SHM2	1.2	1.79	1.16	2.33	.52	.37	
YLR059c	YNT20	.85	.92	.84	.84	.97	.88	
YLR060w	FRS1	1.16	1.02	.74	.75	.46	.21	
YLR061W		1.08	1.18	.85	.9	.36	.28	
YLR062C		.96	1.04	.78	.93	.27	.14	
YLR063W		.93	.75	.58	.56	.69	.44	
YLR064W		.96	.93	.79	.93	1.43	.72	
YLR065C		.95	.97	.92	.95	.67	.52	
YLR066W		1.1	1.08	.96	1.35	1.09	.52	
YLR067c	PET309	.81	.84	.79	.8	.88	.83	
YLR068W		.81	1.35	.62	.6	.42	.39	
YLR069c	MEF1	1.05	1.05	1.05	.96	1.33	.93	
YLR070C		1.12	1.14	.88	.86	1.64	1.06	
YLR071c	RGR1	1.1	.93	.79	.8	.93	.84	
YLR072W		.81	.9	.98	.87	1.15	.9	
YLR073C		.92	.94	.5	.57	.45	.36	
YLR074C		1.03	1	.83	.71	.96	.68	
YLR075w	GRC5	1.06	1.08	.88	.93	.52	.21	
YLR076C		.97	1.06	1.05	.81	.35	.2	
YLR077W		.92	1	.87	.93	.99	.8	
YLR078c	BOS1	.91	1.04	1.06	.96	1.2	.7	
YLR079w	SIC1	.95	.86	.74	.85	2.13	.88	
YLR080W		.68	.87	1.16	1.39	4.76	2.7	
YLR081w	GAL2	1.08	1.16	1.47	1.52	2.7	1.79	
YLR082C		.96	1.03	.99	1.47	1.52	.92	
YLR083c	EMP70	1.08	1.33	1.03	.98	.36	.33	
YLR084C		.96	.78	.69	.72	.45	.46	
YLR085C		1.09	1.32	.9	.99	1.09	.77	
YLR086W		.98	.99	.93	1.05	.8	.66	
YLR087C		1.01	.94	.78	.79	.54	.59	
YLR088w	END2	.94	1.14	1	.96	.75	.56	
YLR089C		1.37	1.37	1.08	1.23	.86	1.2	
YLR090w	XDJ1	.99	1.05	.95	.94	1.45	.83	
YLR091W		.94	.88	.73	.85	.7	.88	
YLR092W	SEL2	.78	.77	.84	.88	1.04	.99	
YLR093C		1.01	1.06	1.15	1.3	3.33	1.96	
YLR094C		.76	.58	.61	.69	.88	.79	
YLR095C		.8	.91	.76	.8	.83	.67	
YLR096w	KIN2	1.19	.93	.76	.58	.85	.58	
YLR097C		1.19	1.16	1.05	.97	2.13	1.54	
YLR098c	CHA4	.99	1.12	.98	.8	.44	.61	
YLR099C		1	.78	.71	.55	.61	.67	
YLR100W		.99	.93	.91	.8	.68	.56	
YLR101C		1.01	.89	.84	.81	.74	.56	
YLR102C		.9	.95	.95	.83	1.61	1.22	
YLR103C		.79	.85	.78	.72	.51	.53	
